LAST NAME,FIRST NAME,DOB,POB,SSN,SEX,STREET NUMBER,STREET NAME,VOTER REG DATE,PARTY 
JANES,PAULA,11/22/1971,ARIZONA,931-11-5179,FEMALE,391,HIMALAYA,01/21/1991,REPUBLICAN
HOSTICK,DICK,07/11/1970,Alderwood,657-30-0802,MALE,280,PERSIMMON,01/22/1991,REPUBLICAN
CREER,CONNIE,12/11/1960,Alderwood,362-50-1985,FEMALE,798,ABYSSINIAN,01/23/1991,REPUBLICAN
CARR,GREG,07/13/1970,Idaho,959-67-0566,MALE,83,SIBERIAN,01/24/1991,REPUBLICAN
CASTLETON,CONNIE,10/18/1967,Mexico,680-51-1630,FEMALE,230,BEARBERRY,01/25/1991,REPUBLICAN
CLINE,JON,03/02/1969,Alderwood,507-45-6888,MALE,1182,ANGORA,01/26/1991,REPUBLICAN
HILTON,JANET,11/28/1971,NEW HAMPSHIRE,884-07-3176,FEMALE,290,CROWBERRY,01/27/1991,REPUBLICAN
KUNTZ,CURTIS,02/01/1973,MEXICO,730-73-1630,MALE,155,SELKIRK,01/28/1991,INDEPENDENT
MAYER,TARA,03/05/1969,Alderwood,816-54-0342,FEMALE,3269,OAK,01/29/1991,DEMOCRAT
MEDINA,JON,03/06/1969,RHODE ISLAND,275-46-9440,MALE,227,TONKINESE,01/30/1991,DEMOCRAT
NIMMONS,ROBIN,03/07/1969,Alderwood,737-21-8123,FEMALE,1337,ROSEMARY,01/31/1991,DEMOCRAT
NOYES,JONATHAN,03/08/1969,Washington,794-86-3474,MALE,131,PETERBALD,02/01/1991,DEMOCRAT
UECKER,PEGGY,03/09/1969,Utah,343-81-9265,FEMALE,895,BORZOI,02/02/1991,DEMOCRAT
HYLAND,ANDY,07/23/1970,PENNSYLVANIA,577-75-3810,MALE,759,CHIHUAHUA,02/03/1991,REPUBLICAN
NEWMAN,TERRY,02/18/1954,CONNECTICUT,874-32-2295,FEMALE,231,PEONY,02/04/1991,DEMOCRAT
SANDAHL,BRUCE,03/12/1969,Utah,765-57-9143,MALE,24,BOXWOOD,02/05/1991,DEMOCRAT
CARLSON,MICHELLE,07/26/1970,Alderwood,557-93-6859,FEMALE,569,TONKINESE,02/06/1991,DEMOCRAT
HUBBARD,MIKE,12/09/1971,Washington,015-33-2389,MALE,1282,CROWBERRY,02/07/1991,DEMOCRAT
EXARHOS,TRUDY,12/10/1971,Alderwood,326-64-1278,FEMALE,3304,ALDER,02/08/1991,REPUBLICAN
ORTH,ROLF,02/23/1954,ARIZONA,895-48-1390,MALE,200,PERSIMMON,02/09/1991,REPUBLICAN
DRIVER,SANDRA,03/17/1969,Montana,505-07-4910,FEMALE,212,BROOM,02/10/1991,REPUBLICAN
HAYDEN,DICK,11/04/1967,Alderwood,151-98-3496,MALE,1988,PINSCHER,02/11/1991,REPUBLICAN
STRATTON,REBECCAH,02/17/1972,Utah,896-02-7061,FEMALE,193,BITTERSWEET,02/12/1991,REPUBLICAN
STEVENS,PHILLIP,08/02/1970,Alderwood,671-49-1470,MALE,1232,PALMETTO,02/13/1991,REPUBLICAN
TARASEVICH,KAY,12/16/1971,INDIANA,107-51-4783,FEMALE,126,ROSEHIP,02/14/1991,REPUBLICAN
GRANT,MARK,08/04/1970,RHODE ISLAND,182-05-7310,MALE,315,ROSE,02/15/1991,INDEPENDENT
SCHMIDT,MACIE,12/18/1971,Montana,740-75-1538,FEMALE,156,FIFTH,02/16/1991,DEMOCRAT
FELLOWS,MIKE,02/22/1972,Alderwood,375-78-7541,MALE,2758,BORZOI,02/17/1991,DEMOCRAT
CLAUSEN,LYNETTE,03/25/1969,Montana,579-92-5569,FEMALE,157,TERRIER,02/18/1991,DEMOCRAT
WOODCOCK,DUANE,03/05/1954,Alderwood,822-43-5336,MALE,938,SAFFLOWER,02/19/1991,DEMOCRAT
SCHNEIDER,VICKY,03/27/1969,Idaho,187-34-1597,FEMALE,236,AKITA,02/20/1991,DEMOCRAT
CARLSON,PAUL,03/28/1969,DELAWARE,012-16-8177,MALE,20,ESKIMO,02/21/1991,REPUBLICAN
HU,JANICE,12/24/1971,NEW HAMPSHIRE,599-62-7589,FEMALE,1051,THIRD,02/22/1991,DEMOCRAT
SHAW,WINSTON,12/25/1971,Alderwood,440-30-6946,MALE,1603,THIRTEENTH,02/23/1991,DEMOCRAT
SEFFENS,JOY,11/17/1967,Alderwood,803-76-3351,FEMALE,106,MASTIFF,02/24/1991,DEMOCRAT
FINGERSON,WILLIAM,03/01/1973,Alderwood,199-09-7929,MALE,3395,BUFFALOBERRY,02/25/1991,DEMOCRAT
LAWRENCE,VIOLET,10/28/1952,VERMONT,345-90-3147,FEMALE,242,SAGE,02/26/1991,REPUBLICAN
BARANOUSKAS,DICK,04/03/1969,Alderwood,001-07-7872,MALE,407,BOBTAIL,02/27/1991,REPUBLICAN
LARSON,SHAWNA,08/17/1970,ARIZONA,347-14-2896,FEMALE,417,SCOTTISH,02/28/1991,REPUBLICAN
HALL,MARK,03/05/1972,Alderwood,408-08-5742,MALE,1173,COON,03/01/1991,REPUBLICAN
PHELPS,PAM,03/16/1954,Oregon,410-84-8489,FEMALE,2350,MARIGOLD,03/02/1991,REPUBLICAN
GOUGE,MIKE,01/02/1972,Alderwood,637-98-2470,MALE,2737,BASENJI,03/03/1991,REPUBLICAN
SCHUTZENHOFER,KRISTA,03/08/1973,Alderwood,232-78-1896,FEMALE,833,JUNIPER,03/04/1991,REPUBLICAN
QUADREL,JAVIER,04/09/1969,Alderwood,683-72-3690,MALE,92,CLOUDBERRY,03/05/1991,INDEPENDENT
HUGHES,URSULA,11/27/1967,Alderwood,929-09-5546,FEMALE,3325,MUM,03/06/1991,DEMOCRAT
CUEVAS,PAUL,04/11/1969,Alderwood,476-49-7963,MALE,2877,TWENTIETH,03/07/1991,DEMOCRAT
HARRINGTON,KIM,04/12/1969,MEXICO,976-79-4287,FEMALE,440,SIBERIAN,03/08/1991,DEMOCRAT
KRISHER,DICK,01/08/1972,Alderwood,667-70-0955,MALE,1157,FOXGLOVE,03/09/1991,DEMOCRAT
JOHNSON,ANDREA,03/14/1972,Alderwood,348-59-8451,FEMALE,3388,WOLFHOUND,03/10/1991,DEMOCRAT
RENTERIA,VICTOR,08/28/1970,Idaho,468-91-7697,MALE,240,BROOM,03/11/1991,REPUBLICAN
LARSON,MARJORIE,01/11/1972,OKLAHOMA,129-31-3835,FEMALE,293,SOMALI,03/12/1991,DEMOCRAT
BENGTSON,JASON,08/30/1970,RHODE ISLAND,953-15-6403,MALE,360,DAFFODIL,03/13/1991,DEMOCRAT
KAUTZKY,LISA,03/18/1972,RHODE ISLAND,846-25-4944,FEMALE,149,BOXWOOD,03/14/1991,DEMOCRAT
BAUER,JOE,09/01/1970,NORTH DAKOTA,332-19-9478,MALE,627,PANSY,03/15/1991,DEMOCRAT
LONG,SANDY,04/20/1969,Wyoming,224-06-3322,FEMALE,1030,QUAIL,03/16/1991,REPUBLICAN
PARKER,JUSTIN,09/03/1970,Alderwood,782-48-0815,MALE,1771,BIRCH,03/17/1991,REPUBLICAN
BATES,ANNIELLA,01/17/1972,NEBRASKA,331-45-4141,FEMALE,73,SERENGETI,03/18/1991,REPUBLICAN
STRATTON,RONALD,01/18/1972,Washington,641-92-7077,MALE,212,QUAIL,03/19/1991,REPUBLICAN
AUSTIN-WORKMAN,LAURIE,03/24/1972,Utah,892-67-1898,FEMALE,735,BASSET,03/20/1991,REPUBLICAN
TALBOT,MIKAL,09/07/1970,MEXICO,443-61-4750,MALE,855,CHERRY,03/21/1991,REPUBLICAN
CURRIE,DAPHNE,12/13/1967,Montana,448-53-1113,FEMALE,61,MUM,03/22/1991,REPUBLICAN
WAGNER,RPU,12/14/1967,Washington,629-62-6773,MALE,679,PALM,03/23/1991,INDEPENDENT
KOPHS,ROBIN,12/15/1967,Alderwood,705-68-2855,FEMALE,953,ELDERBERRY,03/24/1991,DEMOCRAT
GONZALEZ,PAUL,09/11/1970,Idaho,594-44-3752,MALE,178,GREYHOUND,03/25/1991,DEMOCRAT
MACFARLAN,PAULA,04/30/1969,Alderwood,570-59-6548,FEMALE,2989,BOXER,03/26/1991,DEMOCRAT
SMITH,NICHOLAS,11/26/1952,Alderwood,602-14-7607,MALE,1127,MALTESE,03/27/1991,DEMOCRAT
SEVIGNY,LINDA,12/19/1967,Utah,306-59-9426,FEMALE,680,SPHYNX,03/28/1991,DEMOCRAT
TOTH,DANIEL,11/28/1952,Alderwood,348-53-2656,MALE,563,SALMON,03/29/1991,REPUBLICAN
SNIDER,NANCY,05/04/1969,Alderwood,550-68-6261,FEMALE,1211,BRITTANY,03/30/1991,DEMOCRAT
DUNN,RYAN,04/04/1973,ARIZONA,680-14-8415,MALE,458,LILAC,03/31/1991,DEMOCRAT
YEAGER,CINDY,04/05/1972,MEXICO,388-65-0710,FEMALE,143,CRANBERRY,04/01/1991,DEMOCRAT
BLACK-KANIA,ROBERT,05/07/1969,Alderwood,078-40-2461,MALE,1407,POODLE,04/02/1991,DEMOCRAT
O'HARA,REGINA,02/02/1972,Oregon,729-71-0776,FEMALE,175,AKITA,04/03/1991,REPUBLICAN
STEELE,BOB,04/08/1972,Alderwood,522-04-0592,MALE,740,SAFFLOWER,04/04/1991,REPUBLICAN
LINDBERG,KIM,09/22/1970,Alderwood,113-05-3080,FEMALE,1911,PALM,04/05/1991,REPUBLICAN
COOK,MATHEW,12/06/1952,Oregon,772-03-4884,MALE,2716,NINTH,04/06/1991,REPUBLICAN
CARSON,SHELLY,04/11/1973,Montana,580-20-9167,FEMALE,222,AKITA,04/07/1991,REPUBLICAN
CRANE,DENNIS,09/25/1970,Alderwood,137-43-5706,MALE,1646,CORALBERRY,04/08/1991,REPUBLICAN
BOS,CINDY,05/14/1969,Alderwood,585-04-9876,FEMALE,2030,ESKIMO,04/09/1991,REPUBLICAN
LUMETTA,PETER,02/09/1972,California,406-18-1730,MALE,199,PINE,04/10/1991,INDEPENDENT
FIX,DECEMBER,05/16/1969,Alderwood,220-49-9015,FEMALE,301,CORNFLOWER,04/11/1991,DEMOCRAT
MAST,SCOTT,05/17/1969,ARIZONA,540-62-2040,MALE,219,CHOLLA,04/12/1991,DEMOCRAT
STROM,CARRIE,02/12/1972,Alderwood,161-89-9693,FEMALE,1995,SELKIRK,04/13/1991,DEMOCRAT
DEVARY,CURTIS,05/19/1969,Alderwood,318-80-4840,MALE,1614,BOBTAIL,04/14/1991,DEMOCRAT
ANTONIO,ELLA,02/14/1972,ILLINOIS,946-58-2294,FEMALE,125,CROWBERRY,04/15/1991,DEMOCRAT
TRAUB,MARIO,01/07/1968,Alderwood,031-07-2899,MALE,710,CHERRY,04/16/1991,REPUBLICAN
FREESE,SHARON,05/22/1969,Alderwood,312-06-9397,FEMALE,1379,FIFTEENTH,04/17/1991,DEMOCRAT
HERRIN,BOB,05/23/1969,Alderwood,050-56-4043,MALE,1764,PAWPAW,04/18/1991,DEMOCRAT
COFFEY,ELENA,02/18/1972,GEORGIA,056-93-3855,FEMALE,137,TIFFANY,04/19/1991,DEMOCRAT
MCCULLOUGH,JOHN,05/25/1969,Utah,843-25-7936,MALE,540,SCOTTISH,04/20/1991,DEMOCRAT
SCOTT,NANCY,12/21/1952,TENNESEE,959-05-7730,FEMALE,1197,OLIVE,04/21/1991,REPUBLICAN
PELTO,BRIAN,10/09/1970,ARIZONA,719-04-8370,MALE,43,FIRST ,04/22/1991,REPUBLICAN
SAMUEL,NANCY,02/22/1972,Alderwood,559-31-0260,FEMALE,1675,COON,04/23/1991,REPUBLICAN
HAMILTON,MARK,10/11/1970,Alderwood,063-74-3414,MALE,260,SIXTH,04/24/1991,REPUBLICAN
HOSTICK,REGINA,02/24/1972,Alderwood,417-95-2753,FEMALE,1239,SERENGETI,04/25/1991,REPUBLICAN
MCLAUGHLIN,CASEY,10/13/1970,Alderwood,264-32-4446,MALE,1695,THIRD,04/26/1991,REPUBLICAN
WIDENER,MEGHAN,05/11/1954,California,034-18-6794,FEMALE,175,SECOND,04/27/1991,REPUBLICAN
ORTIZ,RICHARD,06/02/1969,Montana,423-80-8609,MALE,201,CHOWCHOW,04/28/1991,INDEPENDENT
GENIESSE,SANDRA,06/03/1969,NEBRASKA,143-87-2491,FEMALE,435,SIXTEENTH,04/29/1991,DEMOCRAT
TRUEX,JAVIER,05/14/1954,Alderwood,747-30-4146,MALE,560,CHERRY,04/30/1991,DEMOCRAT
CAMERON,MICKEY,03/01/1972,Alderwood,632-70-0933,FEMALE,2695,OLIVE,05/01/1991,DEMOCRAT
GILMORE,HENRY,10/19/1970,Alderwood,849-85-8810,MALE,2268,TONKINESE,05/02/1991,DEMOCRAT
MURRAY,PAM,03/21/1961,LOUISIANNA,888-91-3035,FEMALE,669,EIGHTH,05/03/1991,DEMOCRAT
STEPHENSON,RPU,10/21/1970,Utah,666-97-3159,MALE,206,CHERRY,05/04/1991,REPUBLICAN
MARTIN,SHANNON,01/26/1968,ARKANSAS,230-04-0819,FEMALE,596,GINGER,05/05/1991,DEMOCRAT
DEUTSCH,ROLF,06/10/1969,ALASKA,988-81-0742,MALE,198,BOXWOOD,05/06/1991,DEMOCRAT
THOMPSON,SANDY,03/07/1972,Alderwood,129-92-8455,FEMALE,29,MASTIFF,05/07/1991,DEMOCRAT
CANTRELL,BILL,05/12/1973,Montana,571-61-7126,MALE,27,ELDERBERRY,05/08/1991,DEMOCRAT
CHOU,NIKKI,06/13/1969,MEXICO,889-68-2105,FEMALE,179,SASKATOON,05/09/1991,REPUBLICAN
HARTMAN,BOB,06/14/1969,Washington,684-47-3289,MALE,39,SAFFLOWER,05/10/1991,REPUBLICAN
GUAJARDO,MARJORIE,06/15/1969,Alderwood,457-62-7091,FEMALE,384,PAPILION,05/11/1991,REPUBLICAN
VANNICE,ANTHONY,06/16/1969,Wyoming,898-40-2636,MALE,70,SWEET PEA,05/12/1991,REPUBLICAN
FALLON,TARA,06/17/1969,Washington,238-17-5176,FEMALE,736,DAFFODIL,05/13/1991,REPUBLICAN
LARSEN,LUKE,10/31/1970,Alderwood,722-96-3059,MALE,493,COLLIE,05/14/1991,REPUBLICAN
EWING,KATHY,05/29/1954,Alderwood,050-87-0822,FEMALE,2597,SERENGETI,05/15/1991,REPUBLICAN
SERNE,PERRY,06/20/1969,Alderwood,212-48-9575,MALE,752,SPANIEL,05/16/1991,INDEPENDENT
ALLWINE,JACKIE,11/03/1970,Alderwood,261-85-7727,FEMALE,1379,BEARBERRY,05/17/1991,DEMOCRAT
SEARS,IGOR,03/18/1972,Idaho,764-37-7784,MALE,92,BUFFALOBERRY,05/18/1991,DEMOCRAT
HARBINSON,ANDREA,03/19/1972,Alderwood,875-50-6840,FEMALE,671,SEVENTH,05/19/1991,DEMOCRAT
SEALOCK,VLADIMIR,06/03/1954,Alderwood,542-32-3750,MALE,1540,CHERRY,05/20/1991,DEMOCRAT
TREVINO,KAMBRIA,06/25/1969,Alderwood,822-09-5383,FEMALE,1536,BOXWOOD,05/21/1991,DEMOCRAT
BLESSING,DOUGLAS,02/12/1968,Alderwood,276-01-3432,MALE,2184,BLACKBERRY,05/22/1991,REPUBLICAN
EVANS,APRIL,05/27/1972,Alderwood,743-25-4900,FEMALE,479,FIRST ,05/23/1991,DEMOCRAT
TIXIER,THOMAS,11/10/1970,Alderwood,131-38-3984,MALE,398,SIAMESE,05/24/1991,DEMOCRAT
REYES,ELINOR,03/25/1972,Alderwood,121-97-6936,FEMALE,2121,FIFTH,05/25/1991,DEMOCRAT
RAMOS,ROGER,11/12/1970,Alderwood,818-02-9169,MALE,162,BUFFALOBERRY,05/26/1991,DEMOCRAT
ROGERS,NANCY,03/27/1972,Alderwood,316-80-2609,FEMALE,771,PINE,05/27/1991,REPUBLICAN
HATCHELL,ART,06/01/1972,Alderwood,183-39-8658,MALE,1178,BITTERSWEET,05/28/1991,REPUBLICAN
ANDERSON,ELAINE,07/03/1969,Idaho,906-48-6239,FEMALE,69,SAVANNAH,05/29/1991,REPUBLICAN
COOLEY,MIKE,06/13/1954,Alderwood,443-62-0132,MALE,2338,ASIAN,05/30/1991,REPUBLICAN
JACKSON,GRACIE,07/05/1969,Alderwood,923-12-3961,FEMALE,903,DOGWOOD,05/31/1991,REPUBLICAN
BERG,BOB,07/06/1969,Utah,269-67-6453,MALE,80,LOCUST,06/01/1991,REPUBLICAN
MURPHY,SHAWNA,04/02/1972,Alderwood,782-88-9996,FEMALE,419,TWELVTH,06/02/1991,REPUBLICAN
PIPER,BOB,04/03/1972,Alderwood,016-34-3412,MALE,935,BURMESE,06/03/1991,INDEPENDENT
RUEBSAMEN,SYLVIA,02/25/1968,Alderwood,011-50-2085,FEMALE,148,SALMON,06/04/1991,DEMOCRAT
WHITING,VICTOR,06/09/1973,ARIZONA,069-98-7021,MALE,477,BUFFALOBERRY,06/05/1991,DEMOCRAT
FETROW,ANDREA,02/05/1953,Idaho,350-43-3261,FEMALE,12,RAGAMUFFIN,06/06/1991,DEMOCRAT
MAROZIK,KEN,07/12/1969,Alderwood,260-84-9032,MALE,1492,HAVANESE,06/07/1991,DEMOCRAT
LUTTER,LLORENE,11/25/1970,TENNESEE,210-97-2663,FEMALE,150,SUMAC,06/08/1991,DEMOCRAT
HENSLEY,CASEY,06/13/1972,Alderwood,761-29-7827,MALE,1288,CHARTREUX,06/09/1991,REPUBLICAN
FREDRICKSON,URSULA,06/24/1954,Alderwood,427-26-9800,FEMALE,3367,LILY,06/10/1991,DEMOCRAT
WEITZ,ZACK,04/11/1972,NORTH DAKOTA,772-30-6116,MALE,222,SAGUARO,06/11/1991,DEMOCRAT
KELMEL,APRIL,06/16/1973,Alderwood,832-06-4821,FEMALE,1715,LOCUST,06/12/1991,DEMOCRAT
WEITZ,DANIEL,07/18/1969,Alderwood,261-27-2889,MALE,1875,AIREDALE,06/13/1991,DEMOCRAT
SIMANTON,JACKIE,03/06/1968,Alderwood,684-17-1289,FEMALE,765,LAVENDER,06/14/1991,REPUBLICAN
RAKLIOS,CLARK,07/20/1969,Alderwood,831-03-1480,MALE,2065,TIFFANY,06/15/1991,REPUBLICAN
MOHAR,ROBIN,07/21/1969,Montana,082-84-1428,FEMALE,202,MAPLE,06/16/1991,REPUBLICAN
HOLTON,BRIAN,04/17/1972,INDIANA,594-34-9484,MALE,290,PAWPAW,06/17/1991,REPUBLICAN
RIDER,MACIE,06/22/1972,Alderwood,920-97-6654,FEMALE,377,SCOTTISH,06/18/1991,REPUBLICAN
JAGODA,ART,12/06/1970,Alderwood,323-21-7580,MALE,1806,STURGEON,06/19/1991,REPUBLICAN
NICHOLLS,PAULA,04/20/1972,Alderwood,803-91-0302,FEMALE,1127,OAK,06/20/1991,REPUBLICAN
RICH,DAVOD,12/08/1970,Oregon,348-27-7317,MALE,2704,LILY,06/21/1991,INDEPENDENT
MCBURNEY,GRACIE,06/26/1972,ARIZONA,251-01-1076,FEMALE,83,BOXWOOD,06/22/1991,DEMOCRAT
STEVENS,TIMOTHY,12/10/1970,Utah,459-20-0762,MALE,1125,SEVENTH,06/23/1991,DEMOCRAT
FICHTER,URSULA,07/29/1969,VERMONT,362-54-3721,FEMALE,665,QUAIL,06/24/1991,DEMOCRAT
TAYLOR,MOHAMMAD,12/12/1970,Utah,556-28-4258,MALE,159,PINE,06/25/1991,DEMOCRAT
ALFORD,ELAINE,04/26/1972,LOUISIANNA,236-01-1889,FEMALE,151,THIRD,06/26/1991,DEMOCRAT
HIXSON,TROY,04/27/1972,Alderwood,481-05-7789,MALE,3346,HAWTHORN,06/27/1991,REPUBLICAN
RUSSELL,VERONICA,07/02/1972,ARIZONA,069-68-1913,FEMALE,481,GINGER,06/28/1991,DEMOCRAT
KUKKADAPU,ROLF,12/16/1970,Oregon,074-01-0320,MALE,955,ELEVENTH,06/29/1991,DEMOCRAT
ODD,SHANNON,03/22/1968,Montana,949-40-9428,FEMALE,222,THIRD,06/30/1991,DEMOCRAT
SHUKLA,TOM,03/23/1968,Utah,333-37-4240,MALE,1150,RASPBERRY,07/01/1991,DEMOCRAT
BOWMAN,ANNETTE,03/24/1968,KENTUCKY,754-45-4801,FEMALE,508,DAFFODIL,07/02/1991,REPUBLICAN
CLICK-SCHUBERT,BOB,12/20/1970,Alderwood,941-10-2779,MALE,837,MUM,07/03/1991,REPUBLICAN
PLATA,SANDY,08/08/1969,Alderwood,645-76-8843,FEMALE,879,SPANIEL,07/04/1991,REPUBLICAN
PATTERSON,LUKE,03/06/1953,Alderwood,906-02-8224,MALE,2121,CRANBERRY,07/05/1991,REPUBLICAN
SCHUETTE,JOY,03/28/1968,Alderwood,514-76-2860,FEMALE,875,STRAWBERRY,07/06/1991,REPUBLICAN
WIERMAN,JAMES,03/08/1953,Idaho,538-72-9231,MALE,101,MALTESE,07/07/1991,REPUBLICAN
DEVERMAN,DANIELLA,08/12/1969,Utah,860-47-9564,FEMALE,200,CORGI,07/08/1991,REPUBLICAN
WURSTNER,NICK,07/13/1973,Oregon,188-45-4064,MALE,3070,ASTER,07/09/1991,INDEPENDENT
PETERSON,PAM,07/14/1972,MEXICO,552-98-1331,FEMALE,572,SPRUCE,07/10/1991,DEMOCRAT
CARLSON,JOHN,08/15/1969,Alderwood,996-80-7735,MALE,1775,BARREL,07/11/1991,DEMOCRAT
MERRYMAN,ERICA,05/12/1972,Alderwood,245-90-0080,FEMALE,1379,SIAMESE,07/12/1991,DEMOCRAT
BERG,BOB,07/17/1972,Utah,015-05-5672,MALE,95,CRANBERRY,07/13/1991,DEMOCRAT
SMITH,WHITNEY,12/31/1970,Alderwood,976-85-4294,FEMALE,3332,BLUEBERRY,07/14/1991,DEMOCRAT
THORNHILL,CHARLES,03/16/1953,Alderwood,003-77-2608,MALE,196,THIRTEENTH,07/15/1991,REPUBLICAN
HARRIS,LLORENE,07/20/1973,Idaho,939-51-9461,FEMALE,153,DAFFODIL,07/16/1991,DEMOCRAT
QUINN,CHRIS,01/03/1971,California,099-27-2276,MALE,42,MASTIFF,07/17/1991,DEMOCRAT
LINNEN,KATHY,08/22/1969,Oregon,713-94-1955,FEMALE,1495,FIFTH,07/18/1991,DEMOCRAT
BRAGG,GREG,05/19/1972,Alderwood,001-15-3755,MALE,937,SNOWBERRY,07/19/1991,DEMOCRAT
STADE,JOY,08/24/1969,Alderwood,646-81-5958,FEMALE,285,LILAC,07/20/1991,REPUBLICAN
ANGEL,ROLF,08/25/1969,OKLAHOMA,145-07-6254,MALE,209,MALAMUTE,07/21/1991,REPUBLICAN
WILLIAMS,JOY,05/22/1972,Alderwood,285-66-6072,FEMALE,777,THISTLE,07/22/1991,REPUBLICAN
GUNTER,HENRY,08/27/1969,Alderwood,270-14-8588,MALE,483,DAFFODIL,07/23/1991,REPUBLICAN
THOMPSON,KIM,05/24/1972,Alderwood,526-08-7492,FEMALE,95,TWENTIETH,07/24/1991,REPUBLICAN
ALLEY,ROLF,04/16/1968,ARIZONA,609-75-8441,MALE,403,SECOND,07/25/1991,REPUBLICAN
CLARK,SHELLY,08/30/1969,Alderwood,465-72-1820,FEMALE,3171,AFGHAN,07/26/1991,REPUBLICAN
WARD,NICHOLAS,08/31/1969,Alderwood,063-62-5246,MALE,2450,DALMATIAN,07/27/1991,INDEPENDENT
DYKES,LLORENE,05/28/1972,CONNECTICUT,707-41-7040,FEMALE,275,HOLLY,07/28/1991,DEMOCRAT
MCCOLGIN,PETER,09/02/1969,Alderwood,570-81-7081,MALE,1344,LABRADOR,07/29/1991,DEMOCRAT
ACE,CHARLENE,03/31/1953,Alderwood,339-72-8669,FEMALE,451,PALM,07/30/1991,DEMOCRAT
KREID,RICHARD,01/17/1971,Utah,826-58-5378,MALE,201,SEVENTH,07/31/1991,DEMOCRAT
MATHEWS,SANDRA,06/01/1972,Alderwood,714-56-7542,FEMALE,1330,MAPLE,08/01/1991,DEMOCRAT
YOUNG,MOHAMMAD,01/19/1971,Alderwood,711-73-6317,MALE,2765,THIRD,08/02/1991,REPUBLICAN
WHITE,KATIE,06/03/1972,ARIZONA,547-45-5577,FEMALE,640,ELDERBERRY,08/03/1991,DEMOCRAT
WALLER,GERALD,01/21/1971,Utah,330-07-5861,MALE,445,PHEASANT,08/04/1991,DEMOCRAT
SCHMAUDER,DIXIE,08/19/1954,Alderwood,986-19-6449,FEMALE,906,TWELVTH,08/05/1991,DEMOCRAT
FRANKENFIELD,ROBERT,09/10/1969,Alderwood,299-82-8398,MALE,812,SALMON,08/06/1991,DEMOCRAT
BOORD,LOUISE,09/11/1969,Alderwood,098-42-2690,FEMALE,2121,CROWBERRY,08/07/1991,REPUBLICAN
CASHEN,RICHARD,08/22/1954,DELAWARE,624-04-1590,MALE,1207,COONHOUND,08/08/1991,REPUBLICAN
YARDLEY,PENNY,06/09/1972,Alderwood,398-64-0019,FEMALE,2891,WASHINGTON,08/09/1991,REPUBLICAN
COUCH,RICHARD,01/27/1971,Alderwood,721-82-8796,MALE,1668,BURMESE,08/10/1991,REPUBLICAN
WOODRUFF,REBECCAH,06/29/1961,NEW YORK,649-66-4407,FEMALE,193,MAIN,08/11/1991,REPUBLICAN
NELSON,BILL,01/29/1971,Alderwood,837-26-7008,MALE,1238,SPHYNX,08/12/1991,REPUBLICAN
SCHLIEBE,ANITA,05/05/1968,Alderwood,959-74-8145,FEMALE,1730,STRAWBERRY,08/13/1991,REPUBLICAN
IKENBERRY,JUSTIN,09/18/1969,Alderwood,079-70-1750,MALE,700,BOMBAY,08/14/1991,INDEPENDENT
BALLARD,HEIDI,06/15/1972,Alderwood,742-85-3064,FEMALE,335,BENGAL,08/15/1991,DEMOCRAT
SANAN,CHARLES,08/20/1973,RHODE ISLAND,317-11-1108,MALE,75,PINE,08/16/1991,DEMOCRAT
WILLOUGHBY,SUNNY,09/21/1969,LOUISIANNA,184-97-1195,FEMALE,469,ALDER,08/17/1991,DEMOCRAT
SHARP,IGOR,09/22/1969,MEXICO,977-95-0733,MALE,510,BUFFALOBERRY,08/18/1991,DEMOCRAT
HAYDEN,JANET,09/23/1969,Alderwood,061-41-6268,FEMALE,118,BEARBERRY,08/19/1991,DEMOCRAT
HITCHMAN,ERIC,09/24/1969,Oregon,227-40-3855,MALE,2017,ESKIMO,08/20/1991,REPUBLICAN
SCHENTER,JOY,09/25/1969,Utah,890-24-6177,FEMALE,610,SCHNAUZER,08/21/1991,DEMOCRAT
GRACIO,COLE,02/08/1971,Alderwood,902-50-0338,MALE,1394,SAGE,08/22/1991,DEMOCRAT
FIRMAN,SANDRA,09/06/1954,Alderwood,567-03-3369,FEMALE,1351,BOXWOOD,08/23/1991,DEMOCRAT
MURRAY,MATT,09/28/1969,ARIZONA,495-89-3940,MALE,305,LABRADOR,08/24/1991,DEMOCRAT
KARLS,PAULA,02/11/1971,Alderwood,158-84-4181,FEMALE,1215,LUPIN,08/25/1991,REPUBLICAN
KROPP,SCOTT,06/26/1972,Alderwood,137-48-6052,MALE,1034,SWEET PEA,08/26/1991,REPUBLICAN
LASORSA,LISA,06/27/1972,ARIZONA,752-95-5316,FEMALE,404,SERENGETI,08/27/1991,REPUBLICAN
SATHER,NICK,09/11/1954,Alderwood,132-72-7039,MALE,1084,SNOWBERRY,08/28/1991,REPUBLICAN
O'ROURKE,SHANNON,10/03/1969,ARKANSAS,730-51-5615,FEMALE,415,ELDERBERRY,08/29/1991,REPUBLICAN
HUFFMAN,RON,05/22/1968,Alderwood,993-97-4870,MALE,1253,PHEASANT,08/30/1991,REPUBLICAN
HANSON,MARJORIE,09/04/1972,Alderwood,481-24-1785,FEMALE,666,DALMATIAN,08/31/1991,REPUBLICAN
MEEKS,RICHARD,02/18/1971,Alderwood,454-02-1581,MALE,272,KOMONDOR,09/01/1991,INDEPENDENT
